GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
kdpD	Rv1028c	sensor protein KdpD	hypoxia_late:15%	4.1912	0.883071007864482	2120.49	2323	3171	3176	1592	869	53.19	0
lprI	Rv1541c	lipoprotein LprI	microaerophilic:13%	4.6572	0.971069435554987	2117.23	2393	2010	2054	2411	1755	123.27	0
Rv2827c	Rv2827c	hypothetical protein	microaerophilic:17%	4.5424	0.956911635406912	2120.95	2403	2359	2247	2169	1498	99.49	0
vapB30	Rv0623	antitoxin VapB30	hypoxia_fatty_acids:10%	4.8427	0.991255997289093	2048.8	2640	1393	1304	2825	2338	183.8	0
Rv2716	Rv2716	hypothetical protein	human_sputum:9%	4.6018	0.963446759446185	2127.01	2409	2162	2097	2314	1691	113.23	0
Rv0339c	Rv0339c	transcriptional regulator	hypoxia_late:20%	4.161	0.868943183961732	2130.13	2312	3198	3135	1546	950	52.72	0
hycQ	Rv0086	hydrogenase HycQ	hypoxia_late:19%	4.369	0.914316128495948	2145.24	2299	2801	2709	1899	1231	74.1	0
MT0725	MT0725	hypothetical protein	hypoxia_hypoxic:10%	5.0344	0.997711136847702	1997.96	2678	857	948	3396	2852	279.12	0
ureC	Rv1850	urease subunit alpha	hypoxia_late:14%	4.3158	0.901702286904324	2147.92	2256	2915	2842	1871	1134	67.25	0
Rv1546	Rv1546	hypothetical protein	hypoxia_late:11%	4.7899	0.983798213369923	2114.62	2391	1703	1948	2704	1903	151.14	0
Rv3098A	Rv3098A	PemK-like protein	ctl_stationary:12%	4.829	0.988722137053576	2082.2	2477	1523	1624	2796	2133	170.32	0
vapC46	Rv3384c	ribonuclease VapC46	high_iron:9%	4.7555	0.983718235710541	2091.57	2470	1705	1721	2623	2023	151	0
folB	Rv3607c	dihydroneopterin aldolase	microaerophilic:34%	4.737	0.985265286704706	2060.91	2567	1751	1461	2628	2024	147.93	0
ppgK	Rv2702	polyphosphate glucokinase	human_sputum:11%	4.5249	0.958228637391256	2117.4	2428	2330	2037	2216	1626	101.42	0
ephE	Rv3670	epoxide hydrolase EphE	hypoxia_late:13%	4.4945	0.945693187760753	2141.67	2380	2474	2355	2129	1459	92.89	0
Rv2966c	Rv2966c	methyltransferase	hypoxia_late:18%; human_sputum:11%	4.6992	0.973143894463598	2142.71	2367	1944	2272	2413	1757	129.53	0
Rv1882c	Rv1882c	short-chain type dehydrogenase/reductase	INDIGO_exponential:11%	4.5745	0.956951850853686	2164.98	2345	2285	2562	2193	1519	104.13	0
Rv3691	Rv3691	hypothetical protein	hypoxia_late:13%	4.4823	0.946541326902452	2138.68	2401	2496	2311	2122	1454	91.38	0
Rv2681	Rv2681	hypothetical protein	high_iron:10%	4.4755	0.934856504519629	2169.88	2337	2636	3033	1877	1213	83.51	0
Rv0265c	Rv0265c	iron ABC transporter substrate-binding lipoprotein	hypoxia_late:11%	4.4812	0.943961708514556	2146.58	2360	2486	2394	2128	1456	91.44	0
Rv2825c	Rv2825c	hypothetical protein	hypoxia_late:14%; microaerophilic:11%; cholesterol:11%	4.5976	0.96910938989931	2118.57	2422	2129	1958	2393	1732	114.42	0
Rv1498c	Rv1498c	methyltransferase	zinc_limitation:11%	4.6194	0.970451386236475	2125.23	2435	2084	1944	2430	1774	118.3	0
PPE66	Rv3738c	PPE family protein PPE66	PBS_RIF_DDmtb:32%; nutrient_limitation:26%	4.5137	0.952338233378054	2146.08	2363	2427	2406	2141	1477	95.54	0
Rv3612c	Rv3612c	hypothetical protein	acidic_tyloxopol:21%; butyrate_plus_glucose:11%	4.7641	0.987992637736898	2072.96	2537	1635	1357	2853	2171	160.13	0
mmpS2	Rv0506	membrane protein MmpS2	tyloxopol:10%	4.684	0.981564739618561	2092.04	2506	1853	1587	2604	2000	137.5	0
Rv2426c	Rv2426c	hypothetical protein	hypoxia_late:12%	4.4879	0.951054833581416	2142.27	2083	2281	2692	2720	1155	130.71	0.47
mftB	Rv0692	mycofactocin system protein MftB	nutrient_limitation:17%; tyloxopol:14%	3.7135	0.481520489920623	2337.76	1126	2571	2781	2721	2766	1266.76	26.62
Rv3103c	Rv3103c	hypothetical protein	hypoxia_late:14%	4.7145	0.979829260693357	2129.76	2476	1806	1891	2551	1980	141.49	0
Rv0102	Rv0102	integral membrane protein	zinc_limitation:8%	4.2805	0.890878594544106	2184.84	2229	3003	3357	1727	1037	62.52	0
Rv0345	Rv0345	hypothetical protein	butyrate_plus_glucose:10%	4.7387	0.983518462218974	2118.82	2473	1750	1830	2608	2002	146.9	0
MT3628	MT3628	hypothetical protein	acidic_tyloxopol:14%	4.9173	0.996955937156383	2002.2	2690	1057	875	3263	2772	235.88	0
ctaC	Rv2200c	cytochrome C oxidase subunit II	INDIGO_exponential:14%; tyloxopol:11%	3.6759	0.426391878824439	2351.14	1095	2655	3109	2636	2573	398.73	7.85
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	4.3693	0.921287696570951	2178.75	2328	2780	2846	1914	1247	74.52	0
mbtA	Rv2384	bifunctional salicyl-AMP ligase/salicyl-S-ArCP synthetase	hypoxia_late:39%; low_iron:19%	4.305	0.919337814601915	2149.25	2412	2920	2765	1750	1172	67.14	0
aldA	Rv0768	aldehyde dehydrogenase AldA	butyrate:16%; ctl_stationary:15%; hypoxia_fatty_acids:15%; hypoxia_late:12%	4.3705	0.931607097155586	2156.51	2404	2792	2712	1880	1217	73.88	0
Rv2857c	Rv2857c	short-chain type dehydrogenase/reductase	hypoxia_late:10%	4.5234	0.960890136183304	2144.79	2441	2319	2102	2252	1656	102.19	0
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	4.8273	0.991968048176383	2086.07	2572	1416	1423	2887	2359	181.29	0
Rv1692	Rv1692	phosphatase	hypoxia_late:16%	4.4424	0.945210285027183	2166.07	2408	2576	2399	2108	1443	86.91	0
Rv2148c	Rv2148c	hypothetical protein	hypoxia_late:10%	4.605	0.964378506010344	2184.19	2336	2208	2636	2265	1554	108.92	0
Rv1021	Rv1021	nucleoside triphosphate pyrophosphohydrolase	hypoxia_late:11%; zinc_limitation:10%	4.5245	0.947521930719297	2199.65	2317	2423	2876	2086	1432	95.37	0
Rv2223c	Rv2223c	carboxylesterase B	tyloxopol:10%	4.3559	0.933301911116573	2148.37	2471	2835	2723	1779	1186	71.7	0
Rv2651c	Rv2651c	prophage protease	microaerophilic:16%; cholesterol:13%; nutrient_limitation:12%	4.6575	0.978142730816384	2134.67	2466	1979	1852	2571	1860	127.69	0
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	4.4022	0.932491156091673	2181.99	2341	2710	2640	2038	1339	79.62	0
Rv3236c	Rv3236c	integral membrane transport protein	acidic:10%	4.4109	0.933439035668078	2180.79	2362	2639	2637	2003	1400	82.24	0
vapB8	Rv0664	antitoxin VapB8	hypoxia_late:16%; human_sputum:11%	4.8168	0.993008940647148	2066.39	2757	1464	1284	2767	2312	176.68	0
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	4.6271	0.970898806076562	2166.19	2400	2102	2288	2373	1708	117.42	0
modA	Rv1857	molybdate ABC transporter substrate-binding lipoprotein ModA	INDIGO_exponential:13%; low_iron:10%	4.5089	0.960832485729127	2149.38	2453	2344	2096	2248	1654	100.44	0
rpe	Rv1408	ribulose-phosphate 3-epimerase	human_sputum:10%	4.5752	0.969104287928847	2147.97	2510	2206	2044	2330	1696	110.06	0
Rv1413	Rv1413	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:11%	4.6656	0.97974068685238	2132.93	2488	1946	1826	2590	1875	129.59	0
mmpL2	Rv0507	transmembrane transport protein MmpL2	hypoxia_late:14%	4.0679	0.853812626658035	2180.49	2244	3327	3308	1667	905	46.46	0
Rv3191c	Rv3191c	transposase	acidic:10%	4.4373	0.949042283674175	2160.05	2392	2562	2340	2134	1466	87.08	0
Rv0459	Rv0459	hypothetical protein	acidic:14%; cholesterol:13%	4.6376	0.97773292962753	2130.69	2512	1959	1767	2520	1952	128.3	0
Rv2896c	Rv2896c	hypothetical protein	hypoxia_late:26%	4.4166	0.943090660986271	2172.67	2455	2645	2526	1985	1389	82.56	0
Rv0394c	Rv0394c	hypothetical protein	human_sputum:11%	4.6283	0.971269163072093	2174.99	2410	2130	2467	2341	1591	113.39	0
Rv3776	Rv3776	hypothetical protein	hypoxia_late:19%	4.3162	0.91661287573691	2190.1	2321	2868	2883	1892	1230	69.5	0
MT2375	MT2375	hypothetical protein	INDIGO_exponential:10%	4.9573	0.997760857031158	2033.94	2750	995	964	3314	2798	250.25	0
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	4.6185	0.972571433560212	2176.22	2420	2101	2271	2397	1731	117.34	0
Rv0021c	Rv0021c	hypothetical protein	hypoxia_late:11%; ctl_stationary:10%	4.4794	0.953073341513182	2185.28	2371	2472	2567	2144	1471	91.8	0
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	4.5185	0.957511874231208	2196.87	2399	2464	2808	2105	1359	92.12	0
Rv2638	Rv2638	hypothetical protein	acidic_tyloxopol:22%	4.6379	0.982588794438962	2123.05	2549	1925	1568	2634	2034	132.09	0
fdhD	Rv2899c	formate dehydrogenase accessory protein FdhD	microaerophilic:9%	4.4996	0.962719254160206	2172.55	2440	2384	2112	2368	1617	98.16	0
Rv2294	Rv2294	cystathionine beta-lyase	hypoxia_late:15%	4.3657	0.940371819014946	2173.53	2484	2719	2390	2011	1398	78.01	0
Rv1289	Rv1289	hypothetical protein	tyloxopol:10%	4.6127	0.973422242931258	2175.62	2457	2111	2180	2414	1754	117.04	0
Rv0063	Rv0063	oxidoreductase	hypoxia_late:21%	4.3885	0.933259705622778	2209.93	2364	2770	3075	1885	1220	75.57	0
Rv3329	Rv3329	aminotransferase	hypoxia_late:11%	4.3774	0.935897244202071	2206.2	2366	2749	2727	2033	1330	77.15	0
cysA1	Rv2397c	sulfate ABC transporter ATP-binding protein CysA	nutrient_limitation:34%; PBS_RIF_DDmtb:12%	4.4511	0.948725771823144	2207.29	2413	2564	2632	2102	1444	87.74	0
fadD6	Rv1206	fatty-acid--CoA ligase FadD6	hypoxia_late:14%	4.2539	0.910014583230972	2212.11	2350	2979	3178	1732	1164	62.99	0
Rv3727	Rv3727	oxidoreductase	nutrient_limitation:29%; PBS_RIF_DDmtb:20%	4.2809	0.907933806799381	2236.59	2269	2962	3334	1857	1127	64.27	0
Rv1998c	Rv1998c	hypothetical protein	ctl_stationary:15%; butyrate:15%; cholesterol:14%; hypoxia_hypoxic:12%	4.5807	0.966473306436939	2220.07	2374	2254	2621	2337	1588	107.14	0
MT0765	MT0765	hypothetical protein	acidic:16%	4.8148	0.992823019120977	2128.81	2590	1419	1542	2918	2386	180.6	0
Rv2749	Rv2749	hypothetical protein	zinc_limitation:7%	4.7624	0.991602507702566	2120.16	2554	1608	1441	2975	2217	162.06	0
Rv0457c	Rv0457c	peptidase	hypoxia_late:18%; human_sputum:11%; ctl_stationary:10%	4.1713	0.892852663715974	2218.06	2347	3107	3177	1691	1143	56.83	0
PPE32	Rv1808	PPE family protein PPE32	acidic:31%; acidic_tyloxopol:11%	4.3556	0.938581563998848	2186.14	2414	2745	2452	2048	1405	77.37	0
pbpB	Rv2163c	penicillin-binding membrane protein PbpB	low_iron:10%	3.6455	0.41031323094964	2421.24	1107	2803	3640	2526	2423	223.19	3.91
Rv3209	Rv3209	hypothetical protein	tyloxopol:13%; butyrate_plus_glucose:10%; high_iron:10%	4.6479	0.978814817119193	2183.39	2449	2007	2151	2519	1830	124.71	0
fadE13	Rv0975c	acyl-CoA dehydrogenase FadE13	microaerophilic:70%	4.3922	0.942930202311898	2207.04	2395	2659	2612	2071	1427	81.37	0
Rv2715	Rv2715	hydrolase	zinc_limitation:9%	3.6764	0.453880062104454	2419.32	1105	2668	3271	2701	2691	414.35	8.09
Rv1772	Rv1772	hypothetical protein	nutrient_limitation:13%	4.8044	0.990653133493429	2168.45	2518	1551	1850	2865	2184	168.4	0
arsB2	Rv3578	arsenic transport integral membrane protein ArsB	hypoxia_late:18%; PBS_RIF_DDmtb:15%; human_sputum:11%	4.3448	0.938172000629964	2188.35	2415	2753	2456	2046	1406	76.33	0
MT1182	MT1182	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:10%	4.7684	0.991919771984166	2127.89	2569	1586	1410	3037	2254	164.7	0
panD	Rv3601c	aspartate 1-decarboxylase	zinc_limitation:11%	4.6641	0.984572064325354	2150.35	2545	1860	1687	2672	2072	137.66	0
Rv1907c	Rv1907c	hypothetical protein	zinc_limitation:26%; PBS_RIF_DDmtb:14%	4.6054	0.976591633019048	2182.73	2508	2121	2215	2388	1725	115.28	0
vapB41	Rv2601A	antitoxin VapB41	human_sputum:10%	4.7908	0.991236278549774	2156.22	2619	1525	1761	2723	2285	170.08	0
proW	Rv3757c	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW	hypoxia_late:11%; high_iron:11%	4.5439	0.970855741205466	2185.66	2474	2243	2098	2404	1749	107.71	0
vapC29	Rv0617	ribonuclease VapC29	ctl_stationary:10%	4.6904	0.987560102123042	2143.3	2626	1809	1616	2692	2081	142.46	0
MT0968.1	MT0968.1	hypothetical protein	microaerophilic:14%	4.7486	0.992539302040665	2115.94	2662	1509	1231	3011	2460	171.63	0
mesJ	Rv3625c	tRNA(Ile)-lysidine synthase	hypoxia_late:19%; microaerophilic:14%	4.4441	0.955086401625818	2207.07	2425	2522	2472	2187	1517	89.17	0
lpqX	Rv1228	lipoprotein LpqX	PBS_RIF_DDmtb:13%	4.6532	0.979320155739928	2197.75	2447	2002	2234	2517	1828	125.49	0
MT1650.1	MT1650.1	hypothetical protein	acidic_tyloxopol:11%; butyrate_plus_glucose:11%	4.8062	0.992578337861685	2148.89	2535	1512	1629	3014	2236	171.46	0
mihF	Rv1388	integration host factor MihF	zinc_limitation:13%; hypoxia_rar:11%	3.384	0.220764094581661	2473.19	965	2878	2595	2468	4010	1593.78	42.94
Rv2417c	Rv2417c	DegV domain-containing protein	hypoxia_late:16%	4.5352	0.966725943067317	2225.03	2424	2354	2548	2305	1569	100.73	0
Rv2688c	Rv2688c	antibiotic ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%; ctl_stationary:10%	4.4775	0.964466616509142	2199.74	2454	2445	2356	2261	1555	93.72	0
Rv3041c	Rv3041c	ABC transporter ATP-binding protein	hypoxia_late:10%	4.4516	0.964374351543702	2189.11	2530	2462	2148	2227	1639	93.24	0
Rv3054c	Rv3054c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:10%; ctl_stationary:10%	4.6375	0.983891639584271	2169.48	2573	2013	1935	2538	1843	123.97	0
vapB20	Rv2550c	antitoxin VapB20	PBS_RIF_DDmtb:12%	4.772	0.992966774992863	2132.15	2637	1473	1403	2952	2436	174.83	0
cyp123	Rv0766c	cytochrome P450 Cyp123	butyrate:17%; hypoxia_fatty_acids:16%; ctl_stationary:11%; hypoxia_late:10%	4.3679	0.941355734981519	2228.39	2394	2709	2747	2044	1401	78.27	0
Rv3821	Rv3821	integral membrane protein	INDIGO_exponential:10%	4.5017	0.970044024197303	2184.65	2494	2301	1998	2416	1759	102.74	0
dinG	Rv1329c	ATP-dependent helicase DinG	hypoxia_late:16%	4.1732	0.911979917344446	2222.89	2418	3110	3008	1744	1169	57.33	0
MT1650	MT1650	hypothetical protein	human_sputum:13%; high_iron:12%; ctl_exponential:11%	4.8576	0.996745237312447	2090.14	2789	1193	1139	3092	2692	213.32	0
Rv0197	Rv0197	oxidoreductase	hypoxia_late:18%	4.1531	0.905276748647257	2224.47	2389	3172	3187	1747	1048	53.92	0
PPE53	Rv3159c	PPE family protein PPE53	microaerophilic:24%; ctl_stationary:14%; nutrient_limitation:10%	4.2078	0.915222937708028	2226.28	2383	3030	2849	1898	1233	61.16	0
purD	Rv0772	phosphoribosylamine--glycine ligase	hypoxia_late:14%	4.3199	0.942997432713207	2207.19	2465	2789	2461	2052	1409	74.29	0
echA5	Rv0675	enoyl-CoA hydratase EchA5	PBS_RIF_DDmtb:13%	4.493	0.964830895252946	2228.25	2480	2373	2387	2280	1673	99.02	0
mpt83	Rv2873	cell surface lipoprotein	PBS_RIF_DDmtb:73%	4.533	0.972759038202592	2207.97	2501	2228	2099	2453	1797	107.72	0
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	4.5545	0.977643888621052	2185.49	2513	2164	1915	2542	1842	112.51	0
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	4.4229	0.954798382588397	2241.6	2416	2566	2700	2155	1485	86.1	0
psd	Rv0437c	phosphatidylserine decarboxylase	hypoxia_late:14%	4.5407	0.972311824863333	2226.82	2462	2239	2365	2387	1724	106.84	0
rpsN2	Rv2056c	30S ribosomal protein S14	zinc_limitation:40%; human_sputum:27%	4.7718	0.9926639318247	2179.54	2550	1577	1700	2998	2231	164.27	0
Rv0839	Rv0839	hypothetical protein	low_iron:13%	4.4475	0.964375760483414	2226.27	2503	2425	2251	2316	1687	94.43	0
Rv2668	Rv2668	hypothetical protein	hypoxia_late:20%; butyrate:11%	4.6049	0.982601396686317	2186.72	2605	2032	1937	2473	1932	122.9	0
Rv0439c	Rv0439c	dehydrogenase/reductase	hypoxia_late:10%	4.448	0.962688386328213	2239.66	2432	2494	2558	2255	1545	90.41	0
pth	Rv1014c	peptidyl-tRNA hydrolase	acidic_tyloxopol:11%; hypoxia_late:11%	4.6109	0.985495786191082	2173.31	2641	2064	1857	2532	1837	119.93	0
Rv2859c	Rv2859c	glutamine amidotransferase	hypoxia_late:16%	4.4563	0.963274342142458	2247.41	2445	2501	2486	2307	1575	91.86	0
Rv3368c	Rv3368c	oxidoreductase	hypoxia_late:16%	4.5419	0.977110315996433	2206.85	2500	2199	2076	2485	1813	109.42	0
MT3671.2	MT3671.2	hypothetical protein	human_sputum:21%; hypoxia_fatty_acids:12%	4.8634	0.997271174437201	2111.38	2666	1215	1178	3334	2621	208.93	0
Rv3706c	Rv3706c	hypothetical protein	human_sputum:13%; ctl_exponential:11%; acidic_tyloxopol:10%	4.7035	0.991968567433409	2163.89	2617	1686	1398	3054	2277	153.41	0
mmpL13b	Rv1146	transmembrane transport protein	hypoxia_late:17%; PBS_RIF_DDmtb:16%; ctl_stationary:10%	4.3328	0.945803113305821	2252.27	2459	2817	2856	2018	1315	72.68	0
Rv3493c	Rv3493c	Mce associated protein	hypoxia_late:13%	4.4959	0.97156863726456	2224.77	2496	2321	2207	2403	1739	101.73	0
Rv2957	Rv2957	PGL/p-HBAD biosynthesis glycosyltransferase	INDIGO_exponential:10%; hypoxia_late:10%	4.4252	0.96413002295137	2231.2	2526	2477	2168	2336	1702	92.36	0
fadD23	Rv3826	long-chain-fatty-acid--CoA ligase FadD23	zinc_limitation:10%	4.1991	0.920492460824179	2263.49	2406	3041	2957	1923	1257	61.03	0
vapC47	Rv3408	ribonuclease VapC47	tyloxopol:13%	4.638	0.98946747787958	2170.84	2645	1885	1560	2771	2114	135.32	0
Rv3485c	Rv3485c	short-chain type dehydrogenase/reductase	nutrient_limitation:26%; PBS_RIF_DDmtb:17%; INDIGO_exponential:10%	4.4442	0.963441364488306	2259.02	2444	2515	2601	2267	1556	90.14	0
Rv3690	Rv3690	membrane protein	hypoxia_late:11%; human_sputum:11%	4.533	0.977303712736929	2223.53	2505	2219	2142	2479	1810	108.11	0
Rv0913c	Rv0913c	dioxygenase	hypoxia_late:10%	4.2807	0.933305551397367	2275.08	2386	2895	2995	2015	1312	68.23	0
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	4.5432	0.97890718931066	2218.43	2529	2177	2003	2564	1863	111.62	0
Rv3050c	Rv3050c	AsnC family transcriptional regulator	low_iron:11%	3.42	0.84832186148986	2081.86	1690	3131	3399	3425	203	288.55	8.27
Rv2959c	Rv2959c	rhamnosyl O-methyltransferase	hypoxia_rar:17%; hypoxia_late:10%	4.4892	0.971489343640823	2234.2	2495	2339	2253	2394	1733	100.73	0
sugC	Rv1238	sugar ABC transporter ATP-binding protein SugC	PBS_RIF_DDmtb:9%	4.3303	0.946440768491994	2259.79	2461	2747	2631	2131	1460	76.57	0
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	4.7429	0.990941016076068	2222.39	2538	1650	1994	2855	2174	156.41	0
Rv1393c	Rv1393c	monoxygenase	PBS_RIF_DDmtb:15%	4.2625	0.941595610181184	2254.02	2437	2907	2690	2077	1344	67.72	0
PE_PGRS56	Rv3512	PE-PGRS family protein PE_PGRS56	hypoxia_late:47%	3.9172	0.866438485585533	2260.02	2342	3467	3508	1595	977	39.56	0
lppH	Rv3576	lipoprotein LppH	hypoxia_late:10%	4.4937	0.972813774571473	2253.22	2511	2308	2293	2425	1769	101.93	0
PPE54	Rv3343c	PPE family protein PPE54	hypoxia_late:36%	3.614	0.193463215084794	2688.48	1837	3702	3666	879	4271	29.55	0
Rv3196	Rv3196	hypothetical protein	hypoxia_late:19%	4.3916	0.963276560782397	2259.62	2532	2560	2335	2268	1666	87.66	0
arfC	Rv0901	membrane protein	hypoxia_late:14%	4.594	0.982251663424929	2252.34	2564	2043	2299	2466	1923	121.12	0
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	4.2235	0.925041616898495	2297.97	2405	3000	3144	1948	1272	63.03	0
pflA	Rv3138	pyruvate formate lyase activating protein PflA	human_sputum:9%	4.3472	0.955603959278662	2266.68	2491	2698	2534	2192	1524	79.63	0
glnH	Rv0411c	glutamine-binding lipoprotein GlnH	zinc_limitation:8%	4.3858	0.962909136932302	2263.36	2493	2613	2388	2323	1581	84.8	0
MT1627	MT1627	hypothetical protein	tyloxopol:10%	4.8896	0.998893084677857	2081.98	2814	1026	899	3483	2923	244.86	0
Rv2826c	Rv2826c	hypothetical protein	microaerophilic:27%	4.4112	0.964434227878712	2271.27	2519	2533	2443	2260	1665	89.64	0
Rv2315c	Rv2315c	hypothetical protein	high_iron:8%	4.2989	0.94277779223088	2293.77	2430	2875	3179	1967	1283	69.08	0
ptrBa	Rv0781	protease II ptrBa	hypoxia_hypoxic:9%	4.4661	0.973352038064624	2251.72	2540	2351	2147	2458	1803	99.83	0
Rv3802c	Rv3802c	membrane protein	zinc_limitation:10%	4.3266	0.95602322189613	2262.42	2544	2693	2376	2161	1621	80.16	0
Rv0191	Rv0191	MFS-type transporter	hypoxia_late:15%	4.2902	0.951151485814338	2265.07	2489	2814	2561	2133	1462	73.11	0
MT2423.1	MT2423.1	hypothetical protein	acidic_tyloxopol:14%	4.653	0.989794095280895	2212.34	2607	1811	1708	2867	2180	141.15	0
Rv0195	Rv0195	two component transcriptional regulator	ctl_stationary:19%; hypoxia_late:16%; human_sputum:12%; nutrient_limitation:12%; PBS_RIF_DDmtb:11%	4.4999	0.978348515415492	2228.73	2562	2258	1931	2579	1865	106.28	0
Rv1825	Rv1825	hypothetical protein	INDIGO_exponential:9%	4.4259	0.964792353778373	2279.89	2499	2506	2590	2234	1643	90.76	0
Rv1217c	Rv1217c	tetronasin ABC transporter integral membrane protein	cholesterol:18%; butyrate:11%; microaerophilic:11%	4.2319	0.931661645154011	2298.3	2398	2976	3147	1963	1280	63.77	0
Rv1248c	Rv1248c	multifunctional 2-oxoglutarate dehydrogenase E1 component /2-oxoglutarate dehydrogenase	human_sputum:7%	3.0423	0.00911853288634909	2728.29	1048	3218	3158	2496	4344	339.35	10.75
rseA	Rv1222	anti-sigma E factor RseA	hypoxia_fatty_acids:11%; PBS_RIF_DDmtb:10%	3.584	0.545611097348627	2486.76	1226	2727	2839	2880	3042	843.29	19.23
Rv2912c	Rv2912c	TetR family HTH-type transcriptional regulator	hypoxia_fatty_acids:53%; butyrate:13%	4.5045	0.978891567602467	2245.19	2582	2216	2057	2471	1933	109.2	0
Rv2309c	Rv2309c	integrase	tyloxopol:10%	4.5963	0.988973692116936	2200.04	2748	1981	1639	2666	2068	126.85	0
Rv2405	Rv2405	hypothetical protein	cholesterol:8%	4.5295	0.982164209615943	2248.48	2629	2170	2058	2488	1935	112.67	0
accD2	Rv0974c	acetyl-/propionyl-CoA carboxylase subunit beta	microaerophilic:63%	4.1717	0.934534902521275	2275.53	2509	3022	2742	1940	1372	61.36	0
Rv2237	Rv2237	hypothetical protein	acidic_tyloxopol:10%	4.5063	0.971620088324575	2305.25	2492	2323	2821	2294	1676	100.76	0
sigK	Rv0445c	ECF RNA polymerase sigma factor SigK	PBS_RIF_DDmtb:9%	4.5274	0.980925041164526	2257.49	2587	2153	2140	2494	1945	112.48	0
eccB2	Rv3895c	ESX-2 secretion system protein EccB	hypoxia_late:25%	4.2126	0.94328260478969	2274.93	2559	2958	2672	1982	1391	64.8	0
rplD	Rv0702	50S ribosomal protein L4	butyrate_plus_glucose:10%	3.1482	0.0572744960607041	2749.88	1070	3094	3104	2806	4248	1228.01	39.75
rpmG1	Rv2057c	50S ribosomal protein L33	human_sputum:44%; zinc_limitation:31%	4.807	0.996348577630067	2183.71	2733	1279	1448	3093	2698	201.16	0
PE24	Rv2408	PE family protein PE24	hypoxia_late:18%	4.4855	0.978713630599522	2250.09	2623	2322	2149	2429	1775	101.07	0
PE_PGRS30	Rv1651c	PE-PGRS family protein PE_PGRS30	microaerophilic:27%; hypoxia_late:13%	3.4484	0.454838304833981	2498.51	1259	3053	3468	2640	2393	151.05	2.9
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	4.4219	0.968517379873948	2279.14	2521	2538	2469	2351	1595	89.2	0
bioA	Rv1568	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	hypoxia_late:20%	4.2992	0.945971961419219	2312.71	2451	2834	3002	2056	1412	72.53	0
cyp137	Rv3685c	cytochrome P450 Cyp137	PBS_RIF_DDmtb:11%	4.2174	0.941388954837746	2283.68	2490	2938	2696	2053	1414	65.78	0
Rv2084	Rv2084	hypothetical protein	human_sputum:9%	4.3535	0.96156973890134	2280.31	2531	2702	2702	2136	1465	78.91	0
Rv2597	Rv2597	membrane protein	PBS_RIF_DDmtb:11%	4.5061	0.979916876274691	2259.03	2560	2238	2065	2595	1880	107.61	0
ripB	Rv1478	peptidoglycan endopeptidase RipB	tyloxopol:15%; high_iron:14%	4.4733	0.973611313925949	2279.8	2528	2350	2349	2434	1779	99.77	0
era	Rv2364c	GTPase Era	PBS_RIF_DDmtb:9%	4.3947	0.965398333177506	2291.43	2525	2549	2572	2237	1648	87.6	0
MT3223	MT3223	hypothetical protein	zinc_limitation:28%; butyrate_plus_glucose:12%; tyloxopol:11%	4.8327	0.998794545454245	2102.09	2828	1070	845	3570	2974	234.12	0
Rv2227	Rv2227	hypothetical protein	tyloxopol:11%	4.4732	0.974894762865869	2279.12	2539	2324	2306	2460	1805	100.7	0
Rv1101c	Rv1101c	hypothetical protein	tyloxopol:9%	4.294	0.955603950968958	2285.36	2522	2783	2506	2200	1528	74.94	0
Rv1749c	Rv1749c	integral membrane protein	ctl_exponential:9%	4.5213	0.980585766788337	2274.11	2578	2154	2178	2529	1962	112.22	0
glpK	Rv3696c	glycerol kinase	hypoxia_late:10%	4.2175	0.942615474468197	2301.34	2450	2969	2844	2093	1354	64.3	0
vapB11	Rv1560	antitoxin VapB11	INDIGO_exponential:10%	4.7588	0.996001358421798	2181.11	2718	1450	1346	3171	2530	178.95	0
